name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
MarketCap,"5,171,787,667","4,643,620,619","5,081,214,755","4,317,584,021","4,078,339,989","4,253,568,430","3,652,403,239","3,364,107,983","3,638,548,746","3,723,724,102","4,524,189,921","4,991,823,541","4,620,740,203","4,291,198,299","3,584,435,231","3,473,730,889","3,510,195,693","3,080,964,546","3,408,832,218","3,633,199,429","3,602,864,240","3,119,921,592","3,160,022,516","3,080,018,513","2,873,123,760","2,721,459,015","2,363,589,002","2,144,346,315","1,946,021,502","2,237,752,370","2,141,150,065","2,049,624,918","2,246,251,361","2,249,054,892","2,051,863,397","1,820,714,717","1,756,276,508","1,918,503,767","1,578,914,905","1,620,226,235","1,641,128,376","1,586,290,836","1,337,425,239","1,195,310,235","1,361,859,534","1,431,929,681","1,374,677,982","1,392,724,096","1,372,219,236","1,307,894,213","1,221,195,425","1,251,483,926","995,224,552","753,992,272","913,699,029","1,178,312,256","1,054,658,488","1,060,128,135","1,091,842,858","1,213,688,546","1,352,603,436","1,504,297,168","1,506,901,163","1,284,152,056","1,255,713,166","1,193,554,075","1,060,781,175","998,022,899","973,292,224","882,218,261","984,968,981","869,468,380","877,664,016","1,010,695,863","889,793,685","811,739,658","753,556,795","632,842,000","684,699,124","732,798,158","753,153,242","748,739,102","678,503,164","601,202,655","629,304,984","621,015,036","640,640,853","629,828,841","556,895,376","477,428,589","537,923,750","614,770,000","576,249,375","518,548,506","564,309,500","484,538,000","555,446,000","329,493,500","44,347,128","42,593,287","39,712,979","39,336,153","50,540,000","48,941,250","47,700,000","32,764,875","32,067,750","31,835,375","30,008,625","30,501,250","28,425,000","31,056,750","31,460,000","31,379,250","32,012,500","47,075,000","29,455,750","37,518,000","33,124,000","28,706,875","36,949,500","34,819,750","32,522,000","31,635,000","30,754,500","28,633,500"
EnterpriseValue,"5,842,583,667","5,403,546,619","5,979,370,755","5,320,585,021","5,081,340,989","5,256,569,430","4,655,404,239","4,367,108,983","4,641,549,746","4,726,725,102","5,527,190,921","5,954,359,541","5,583,276,203","5,253,734,299","4,546,971,231","4,436,266,889","4,433,277,693","4,056,306,546","4,384,174,218","4,608,541,429","4,584,848,240","4,094,905,592","4,135,006,516","4,050,316,513","3,847,869,760","3,702,547,015","3,281,447,002","3,189,152,315","3,002,999,502","3,330,285,370","3,328,615,065","3,232,101,918","3,445,482,361","3,462,573,892","3,368,880,397","3,136,952,717","3,083,220,508","3,258,722,767","2,919,133,905","2,926,102,235","2,937,342,376","2,896,940,836","2,126,060,239","1,983,945,235","2,139,153,534","2,195,439,681","2,112,668,982","1,997,183,096","1,952,651,236","1,817,202,213","1,691,899,425","1,727,521,926","1,652,791,552","1,428,785,272","1,624,242,029","1,902,160,256","1,792,636,488","1,809,816,135","1,833,776,858","1,918,893,546","2,064,195,436","2,077,563,168","2,079,868,163","1,815,773,056","1,787,334,166","1,674,999,075","1,459,660,175","1,396,901,899","1,428,653,224","1,342,672,261","1,467,497,981","1,386,183,380","1,290,267,016","1,374,471,863","1,317,351,685","1,016,239,658","969,567,795","830,725,000","875,701,124","971,465,158","1,012,330,242","1,022,674,102","952,438,164","720,106,655","659,833,984","651,626,036","670,195,853","667,337,841","594,404,376","522,408,589","555,769,750","660,570,000","622,349,375","586,148,506","608,782,500","514,138,000","585,346,000","343,993,500","41,892,128","42,593,287","39,712,979","38,046,153","49,250,000","48,941,250","47,700,000","32,764,875","32,067,750","31,835,375","30,008,625","30,501,250","28,425,000","31,056,750","31,460,000","31,379,250","32,012,500","47,075,000","29,455,750","37,518,000","33,124,000","28,706,875","36,949,500","34,819,750","32,522,000","31,635,000","30,754,500","28,633,500"
PeRatio,"11.839","11.82","33.364","33.068","36.836","34.199","33.685","32.34","33.997","40.521","43.378","281.335","77.806","54.153","22.091","22.414","40.458","34.255","41.697","43.627","48.318","49.68","48.753","45.428","45.528","39.885","17.451","17.257","15.857","19.819","43.228","42.536","46.642","47.243","53.069","57.845","72.899","101.179","83.308","60.745","45.147","32.446","27.577","24.647","29.784","32.734","39.239","39.014","40.129","39.556","19.176","18.07","17.679","14.451","39.522","67.765","66.154","71.096","64.085","72.885","84.493","102.203","102.478","86.143","84.286","73.579","54.667","50.889","56.987","51.667","62.639","59.478","41.061","38.307","29.056","23.441","21.524","18.594","19.752","17.436","17.563","18.989","17.213","13.512","13.93","13.782","16.353","16.515","14.545","12.655","14.13","16.993","15.828","14.339","15.811","13.226","16.096","16.207","16.033","15.977","15.359","15.575","16.129","16.703","16.892","16.17","15.132","15.428","14.527","14.509","13.636","14.659","14.773","15.07","16.25","18.617","16.954","16.717","14.939","18.429","17.089","16.833","14.935","14.063","13.594","12.656"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.843",,,"45.249","45.249","42.373","44.843","51.814","66.225","51.814","44.444","35.714","106.383","36.765","27.548","35.971","28.986","27.548","28.011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.911",,,"45.154","45.224","42.338","44.871","51.921","66.042","51.942","44.458","35.661","106.569","9.177","6.881","8.003","6.817","6.896","7.001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"11.674","10.588","11.745","10.145","9.781","10.251","8.788","8.009","8.516","8.678","10.597","11.804","11.083","10.4","8.735","8.542","8.685","7.705","8.587","9.218","9.198","8.051","8.231","8.096","7.615","7.276","6.38","5.754","5.213","5.949","5.611","5.326","5.793","5.77","5.249","5.159","5.015","5.529","4.552","5.046","5.349","5.401","4.628","4.136","4.715","5.014","4.929","5.061","4.946","4.582","4.077","3.917","3.556","2.68","3.247","4.257","3.897","4.011","4.187","4.786","5.502","6.286","6.501","5.749","5.625","5.447","4.795","4.463","4.351","4.012","4.521","4.029","4.225","4.92","4.493","4.018","3.785","3.236","3.47","3.738","4.248","4.575","4.148","4.059","4.217","4.211","4.178","4.427","3.899","3.576","4.194","5.393","5.607","4.711","5.139","5.912","5.378","5.363","7.315","7.074","6.996","6.885","6.998","6.893","5.44","5.221","4.997","5.031","4.738","4.909","4.838","5.2","5.434","5.454","6.956","7.431","6.344","6.12","5.57","6.809","6.372","6.098","5.569","5.482","5.438","4.934"
PbRatio,"5.046","4.741","5.945","5.206","5.039","5.239","4.494","4.159","4.486","4.649","5.657","6.231","5.776","5.337","4.477","4.326","4.655","4.209","4.632","4.911","4.891","4.253","4.285","4.188","3.901","3.675","3.198","2.947","2.678","3.115","2.97","2.843","3.111","3.111","3.673","3.258","3.153","3.425","2.816","2.869","2.854","2.734","2.298","2.054","2.256","2.376","2.31","2.335","2.299","2.205","2.071","2.118","2.253","1.709","2.204","2.853","2.536","2.529","2.485","2.557","2.822","3.116","3.12","2.651","2.593","2.439","2.076","1.953","1.922","1.735","1.946","1.753","1.761","2.009","1.772","1.624","1.527","1.303","1.387","1.49","1.555","1.564","1.417","1.202","1.241","1.219","1.266","1.254","1.109","0.956","1.075","1.113","1.046","1.052","1.152","0.994","1.149","1.232","1.62","1.566","1.476","1.478","1.899","1.847",,,,"1.098","1.035","1.052","0.98","1.071","1.085","1.082","1.104","1.623","1.009","1.285","1.127","0.97","1.223","1.127","1.052","0.959","0.932","0.868"
EnterprisesValueRevenueRatio,"13.174","47.887","53.944","48.173","46.463","48.651","44.3","42.089","46.157","44.501","52.057","55.1","51.802","48.725","43.668","42.735","43.539","39.094","43.051","45.865","45.883","40.872","42.311","41.554","39.991","38.579","34.658","34.126","32.262","36.018","36.384","33.741","36.595","36.262","35.998","34.881","35.002","36.914","32.658","33.564","34.238","34.124","28.401","25.856","29.215","29.618","29.593","28.388","27.879","27","25.688","25.511","24.253","20.433","22.666","26.551","25.383","25.742","26.186","27.929","30.6","31.812","33.125","29.361","30.138","28.437","26.092","25.491","25.741","24.025","26.135","25.122","23.222","24.829","26.418","20.713","19.217","17.139","17.889","19.477","19.577","20.105","20.728","16.409","16.061","16.507","17.501","17.34","15.646","14.566","15.964","19.837","19.947","20.074","22.332","19.624","26.728","23.243","21.561","22.418","20.902","21.137","26.579","27.19","26.5","19.273","18.863","17.686","17.652","17.942","15.792","18.269","18.506","19.612","20.008","27.691","18.41","25.012","22.083","19.138","24.633","24.871","21.681","21.09","20.503","19.089"
EnterprisesValueEBITDARatio,"8.287","43.365","15.528","51.886","54.737","74.347","66.378","58.62","68.612","51.485","75.273","81.646","75.187","73.359","-315.608","63.179","34.924","59.012","62.996","68.894","67.337","58.253","64.264","63.504","62.772","60.986","52.519","42.168","50.325","47.636","22.193","54.138","58.056","58.079","48.016","54.593","54.029","57.638","49.773","52.585","52.732","53.205","46.891","39.299","45.263","47.059","46.109","43.823","42.522","43.693","37.554","38.6","36.678","31.615","33.684","40.385","38.469","39.542","39.56","42.286","46.572","48.13","49.889","44.41","45.55","42.585","39.13","37.656","37.497","35.278","38.544","36.316","33.799","36.561","38.227","29.51","26.732","24.377","25.311","27.289","27.464","28.659","29.514","23.489","22.406","23.477","24.726","24.159","22.177","20.564","-7.653","11.508","11.419","11.493","-14.384","11.901","15.906","14.274","-8.688","13.74","13.694","21.137","-10.067","16.876","17.036","19.273","18.863","17.686","17.652","17.942","15.792","18.269","18.506","19.612","-29.102","16.233","10.91","13.896","12.74","10.632","16.065","24.871","6.637","21.09","20.503","19.089"