name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008,09/30/2008
TotalRevenue,"6,276,800,000","1,748,800,000","1,533,900,000","1,575,100,000","1,419,000,000","1,147,300,000","853,000,000","831,500,000","771,800,000","1,010,300,000","961,500,000","1,104,400,000","1,204,900,000","1,230,800,000","1,160,000,000","1,250,000,000","1,057,100,000","941,300,000","810,600,000","864,200,000","875,400,000","814,500,000","682,200,000","735,100,000","739,800,000","702,600,000","668,800,000","790,000,000","840,400,000","868,000,000","868,400,000","947,900,000","931,500,000","874,400,000","802,500,000","859,800,000","906,900,000","891,100,000","850,300,000","962,200,000","1,090,600,000","1,121,600,000","1,035,000,000","1,218,800,000","1,289,000,000","1,187,000,000","972,100,000","1,031,700,000","1,020,200,000","871,500,000","741,100,000","777,200,000","743,100,000","1,072,900,000","1,420,900,000"
	OperatingRevenue,"6,276,800,000","1,748,800,000","1,533,900,000","1,575,100,000","1,419,000,000","1,147,300,000","853,000,000","831,500,000","771,800,000","1,010,300,000","961,500,000","1,104,400,000","1,204,900,000","1,230,800,000","1,160,000,000","1,250,000,000","1,057,100,000","941,300,000","810,600,000","864,200,000","875,400,000","814,500,000","682,200,000","735,100,000","739,800,000","702,600,000","668,800,000","790,000,000","840,400,000","868,000,000","868,400,000","947,900,000","931,500,000","874,400,000","802,500,000","859,800,000","906,900,000","891,100,000","850,300,000","962,200,000","1,090,600,000","1,121,600,000","1,035,000,000","1,218,800,000","1,289,000,000","1,187,000,000","972,100,000","1,031,700,000","1,020,200,000","871,500,000","741,100,000","777,200,000","743,100,000","1,072,900,000","1,420,900,000"
CostOfRevenue,"4,917,800,000","1,338,700,000","1,206,600,000","1,210,500,000","1,162,000,000","949,400,000","699,100,000","675,600,000","656,300,000","814,500,000","781,100,000","900,000,000","993,100,000","999,500,000","960,300,000","1,041,800,000","871,800,000","776,400,000","674,100,000","719,200,000","735,000,000","653,900,000","567,600,000","589,700,000","576,800,000","555,000,000","567,200,000","639,700,000","674,600,000","718,000,000","726,200,000","798,400,000","777,100,000","726,700,000","655,300,000","704,700,000","748,400,000","735,300,000","696,000,000","781,700,000","906,600,000","930,800,000","870,500,000","1,045,100,000","1,125,100,000","1,030,300,000","837,800,000","892,600,000","887,600,000","737,700,000","648,500,000","625,400,000","657,500,000","900,300,000","1,250,000,000"
GrossProfit,"1,359,000,000","410,100,000","327,300,000","364,600,000","257,000,000","197,900,000","153,900,000","155,900,000","115,500,000","195,800,000","180,400,000","204,400,000","211,800,000","231,300,000","199,700,000","208,200,000","185,300,000","164,900,000","136,500,000","145,000,000","140,400,000","160,600,000","114,600,000","145,400,000","163,000,000","147,600,000","101,600,000","150,300,000","165,800,000","150,000,000","142,200,000","149,500,000","154,400,000","147,700,000","147,200,000","155,100,000","158,500,000","155,800,000","154,300,000","180,500,000","184,000,000","190,800,000","164,500,000","173,700,000","163,900,000","156,700,000","134,300,000","139,100,000","132,600,000","133,800,000","92,600,000","151,800,000","85,600,000","172,600,000","170,900,000"
OperatingExpense,"714,700,000","175,300,000","180,900,000","180,200,000","178,300,000","171,800,000","149,100,000","125,400,000","124,100,000","155,700,000","142,900,000","165,600,000","164,600,000","163,700,000","171,300,000","174,000,000","138,900,000","130,500,000","119,300,000","119,200,000","116,700,000","117,300,000","104,900,000","109,100,000","113,100,000","109,300,000","107,400,000","112,800,000","114,200,000","116,400,000","117,100,000","154,100,000","120,200,000","117,800,000","116,900,000","120,200,000","121,400,000","121,600,000","119,000,000","126,900,000","131,500,000","131,500,000","126,500,000","138,200,000","139,800,000","135,200,000","134,800,000","128,600,000","125,200,000","118,800,000","-120,600,000","120,300,000","118,100,000","136,700,000","150,300,000"
	SellingGeneralAndAdministration,"714,700,000","175,300,000","180,900,000","180,200,000","178,300,000","171,800,000","149,100,000","125,400,000","124,100,000","155,700,000","142,900,000","165,600,000","164,600,000","163,700,000","171,300,000","174,000,000","138,900,000","130,500,000","119,300,000","119,200,000","116,700,000","117,300,000","104,900,000","109,100,000","113,100,000","109,300,000","107,400,000","112,800,000","114,200,000","116,400,000","117,100,000","154,100,000","120,200,000","117,800,000","116,900,000","120,200,000","121,400,000","121,600,000","119,000,000","126,900,000","131,500,000","131,500,000","126,500,000","138,200,000","139,800,000","135,200,000","132,200,000","128,600,000","127,800,000","118,800,000","-120,600,000","120,300,000","118,100,000","136,700,000","150,300,000"
		GeneralAndAdministrativeExpense,,,,,,,,"125,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,600,000","127,800,000",,"-120,600,000","120,300,000","118,100,000",,"150,300,000"
			SalariesAndWages,,,,,,,,"52,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"700,000","0","0",,"0"
			OtherGandA,,,,,,,,"125,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,600,000","127,800,000",,"-121,300,000","120,300,000","118,100,000",,"150,300,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,600,000",,"0",,,,
OperatingIncome,"644,300,000","234,800,000","146,400,000","184,400,000","78,700,000","26,100,000","4,800,000","30,500,000","-8,600,000","40,100,000","37,500,000","38,800,000","47,200,000","67,600,000","28,400,000","34,200,000","46,400,000","34,400,000","17,200,000","25,800,000","23,700,000","43,300,000","9,700,000","36,300,000","49,900,000","38,300,000","-5,800,000","37,500,000","51,600,000","33,600,000","25,100,000","-4,600,000","34,200,000","29,900,000","30,300,000","34,900,000","37,100,000","34,200,000","35,300,000","53,600,000","52,500,000","59,300,000","38,000,000","35,500,000","24,100,000","21,500,000","-500,000","10,500,000","7,400,000","15,000,000","213,200,000","31,500,000","-32,500,000","35,900,000","20,600,000"
NetNonOperatingInterestIncomeExpense,"-47,800,000","-10,300,000","-10,200,000","-13,700,000","-13,600,000","-13,500,000","-15,200,000","-20,200,000","-19,300,000","-21,700,000","-22,200,000","-23,200,000","-23,900,000","-23,900,000","-26,000,000","-26,000,000","-23,900,000","-23,300,000","-23,200,000","-23,200,000","-22,800,000","-21,800,000","-22,400,000","-23,600,000","-21,900,000","-22,000,000","-21,800,000","-25,400,000","-23,800,000","-25,300,000","-24,600,000","-27,900,000","-27,500,000","-27,400,000","-27,200,000","-27,100,000","-27,800,000","-28,400,000","-28,900,000","-33,500,000","-32,600,000","-31,500,000","-31,400,000","-31,400,000","-30,600,000","-29,700,000","-27,900,000","-27,600,000","-27,300,000","-24,700,000","-18,500,000","-18,000,000","-18,200,000","-27,200,000","-27,300,000"
	InterestExpenseNonOperating,"47,800,000","10,300,000","10,200,000","13,700,000","13,600,000","13,500,000","15,200,000","20,200,000","19,300,000","21,700,000","22,200,000","23,200,000","23,900,000","23,900,000","26,000,000","26,000,000","23,900,000","23,300,000","23,200,000","23,200,000","22,800,000","21,800,000","22,400,000","23,600,000","21,900,000","22,000,000","21,800,000","25,400,000","23,800,000","25,300,000","24,600,000","27,900,000","27,500,000","27,400,000","27,200,000","27,100,000","27,800,000","28,400,000","28,900,000","33,500,000","32,600,000","31,500,000","31,400,000","31,400,000","30,600,000","29,700,000","27,900,000","27,600,000","27,300,000","24,700,000","18,500,000","18,000,000","18,200,000","27,200,000","27,300,000"
	TotalOtherFinanceCost,,,"10,200,000","13,700,000","13,600,000","13,500,000","15,200,000","20,200,000","19,300,000","21,700,000","22,200,000","23,200,000","23,900,000","23,900,000","26,000,000","26,000,000","23,900,000","23,300,000","23,200,000","23,200,000","22,800,000","21,800,000","22,400,000","23,600,000","21,900,000","22,000,000","21,800,000","25,400,000","23,800,000","25,300,000","24,600,000","27,900,000","27,500,000","27,400,000","27,200,000","27,100,000","27,800,000","28,400,000","28,900,000","33,500,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"-21,800,000","-5,700,000","1,800,000","-104,600,000","86,700,000","20,600,000","-10,000,000","-69,300,000","-2,100,000","900,000","18,800,000","900,000","-1,300,000","-1,100,000","-3,700,000","71,500,000","1,100,000","3,600,000","-300,000","-1,400,000","-900,000","300,000","-2,500,000","-2,700,000","-18,300,000","5,300,000","-6,100,000","700,000","-2,000,000","-11,300,000","2,800,000","-7,200,000","-1,700,000","2,000,000","-3,300,000","-2,200,000","-6,900,000","300,000","-32,000,000","-1,500,000","-100,000","-300,000","-16,000,000","-1,500,000","-3,700,000","5,400,000","-12,800,000","-2,100,000","1,900,000","-2,500,000","17,800,000","-6,800,000","-4,500,000","16,400,000","9,000,000"
	SpecialIncomeCharges,"83,800,000","0","1,900,000","-5,500,000","87,400,000","20,300,000","-66,500,000","-17,300,000","-2,000,000",,"19,900,000","1,200,000","-1,100,000","-300,000","-1,500,000","-2,700,000",,,"0","0","-900,000","300,000","1,500,000","-2,500,000","0","5,300,000","-6,400,000","-500,000","-1,400,000","-11,300,000","500,000","1,300,000","0","0","-1,000,000","-1,100,000","-8,900,000","-900,000","500,000","0","-100,000","-300,000","-16,000,000","-1,500,000","-3,700,000","5,400,000","-12,800,000","-2,100,000","1,900,000","-2,500,000","17,800,000","-6,800,000","-4,500,000","16,400,000","9,000,000"
		RestructuringAndMergernAcquisition,,,"0","0","0",,"0","200,000","2,000,000",,"700,000","300,000","1,100,000","300,000","1,500,000","2,700,000",,,"0","0",,,"-1,500,000","2,500,000",,,"2,500,000",,,,"0","0","0",,"-200,000","0","2,100,000",,"1,100,000","0","0","0","9,800,000","400,000","600,000","300,000",,,,"0",,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"5,800,000","500,000","1,400,000",,"0","0","0","0","1,200,000","1,100,000","6,800,000","900,000","100,000","0","900,000",,"4,600,000","2,200,000","2,500,000",,"200,000","200,000","500,000",,,,"0",,
		OtherSpecialCharges,,,"0","5,500,000",,,"66,500,000","17,100,000",,,"0","-1,500,000",,,,,,,"300,000","1,400,000",,,"4,000,000","200,000","18,300,000",,"-2,200,000","-1,200,000","600,000",,"-2,800,000",,"1,700,000","-2,000,000","2,300,000","1,100,000","-2,000,000","-1,200,000","30,800,000","1,500,000","-800,000","300,000","1,600,000","-1,100,000","600,000","-5,700,000","600,000","1,900,000","-2,400,000","2,500,000",,,"4,500,000",,
		GainOnSaleOfPPE,"89,300,000","0","1,900,000","0","87,400,000","20,300,000","0",,,,"20,600,000",,,,,,,,,,,,"0",,,,"1,900,000","0",,,"500,000","1,300,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-105,600,000","-5,700,000","-100,000","-99,100,000","-700,000","300,000","56,500,000","-52,000,000","-100,000","900,000","-1,100,000","-300,000","-200,000","-800,000","-2,200,000","74,200,000","1,100,000","3,600,000","-300,000","-1,400,000","-900,000","300,000","-4,000,000","-200,000","-18,300,000","5,300,000","300,000","1,200,000","-600,000","-11,300,000","2,300,000","-8,500,000","-1,700,000","2,000,000","-2,300,000","-1,100,000","2,000,000","1,200,000","-32,500,000","-1,500,000",,,,,,,,,,,,,,,
PretaxIncome,"574,700,000","218,800,000","138,000,000","66,100,000","151,800,000","33,200,000","-20,400,000","-59,000,000","-30,000,000","19,300,000","34,100,000","16,500,000","22,000,000","42,600,000","-1,300,000","79,700,000","23,600,000","14,700,000","-6,300,000","1,200,000","0","21,800,000","-15,200,000","10,000,000","9,700,000","21,600,000","-33,700,000","12,800,000","25,800,000","-3,000,000","3,300,000","-39,700,000","5,000,000","4,500,000","-200,000","5,600,000","2,400,000","6,100,000","-25,600,000","18,600,000","19,800,000","27,500,000","-9,400,000","2,600,000","-10,200,000","-2,800,000","-41,200,000","-19,200,000","-18,000,000","-12,200,000","-67,300,000","6,700,000","-55,200,000","25,100,000","2,300,000"
TaxProvision,"141,100,000","55,000,000","31,500,000","16,100,000","38,500,000","7,600,000","-3,900,000","-19,300,000","-4,500,000","2,900,000","7,700,000","6,300,000","5,500,000","13,000,000","-2,000,000","2,000,000","6,200,000","4,100,000","-6,600,000","-700,000","-800,000","6,800,000","-6,800,000","1,600,000","4,300,000","8,100,000","-12,400,000","6,100,000","10,200,000","-200,000","-1,400,000","-4,900,000","2,500,000","3,100,000","-118,200,000","2,800,000","2,200,000","900,000","-15,100,000","2,600,000","4,400,000","2,600,000","-21,100,000","3,500,000","7,800,000","-1,200,000","9,900,000","-3,100,000","3,700,000","2,600,000","-19,100,000","14,000,000","75,600,000","7,600,000","400,000"
NetIncomeCommonStockholders,"432,600,000","163,600,000","106,400,000","49,700,000","112,900,000","25,300,000","-16,700,000","-39,900,000","-25,600,000","16,400,000","26,400,000","10,100,000","16,400,000","29,500,000","600,000","77,500,000","17,500,000","10,400,000","0","1,700,000","600,000","14,800,000","-8,600,000","8,200,000","5,600,000","13,500,000","-20,500,000","6,700,000","15,800,000","-2,500,000","4,800,000","-34,700,000","2,600,000","1,600,000","118,200,000","3,000,000","500,000","5,600,000","-9,900,000","16,400,000","15,600,000","25,000,000","12,500,000","-900,000","-18,000,000","-1,700,000","-51,300,000","-16,300,000","-21,700,000","-14,700,000","-47,800,000","-7,400,000","-130,600,000","18,700,000","1,900,000"
	NetIncome,"432,600,000","163,600,000","106,400,000","49,700,000","112,900,000","25,300,000","-16,700,000","-39,900,000","-25,600,000","16,400,000","26,400,000","10,100,000","16,400,000","29,500,000","600,000","77,500,000","17,500,000","10,400,000","0","1,700,000","600,000","14,800,000","-8,600,000","8,200,000","5,600,000","13,500,000","-20,500,000","6,700,000","15,800,000","-2,500,000","4,800,000","-34,700,000","2,600,000","1,600,000","118,200,000","3,000,000","500,000","5,600,000","-9,900,000","16,400,000","15,600,000","25,000,000","12,500,000","-900,000","-18,000,000","-1,700,000","-51,300,000","-16,300,000","-21,700,000","-14,700,000","-47,800,000","-7,400,000","-130,600,000","18,700,000","1,900,000"
